2778,544,4.392156862745098,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0
2882,544,4.392156862745098,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0
3097,544,4.392156862745098,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.75,4.0
4321,544,4.392156862745098,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0
829,17547,4.392156862745098,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
3121,81575,4.392156862745098,2.0,2.0,1.0,5.0,4.5,4.5,4.5,4.5,4.5,2.25,4.0
3760,81575,4.392156862745098,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.25,2.0
3761,81575,4.392156862745098,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.25,2.0
4042,81575,4.392156862745098,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,1.0
1706,82062,4.392156862745098,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3245,82062,4.392156862745098,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
784,82082,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3248,82086,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1706,82212,4.392156862745098,10.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0
3091,82212,4.392156862745098,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0
784,82213,4.392156862745098,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
836,82213,4.392156862745098,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0
2695,82213,4.392156862745098,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0
3069,82213,4.392156862745098,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0
836,82214,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3245,82242,4.392156862745098,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2218,82658,4.392156862745098,4.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0
2389,82658,4.392156862745098,5.0,4.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0
3385,82658,4.392156862745098,5.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0
3760,82658,4.392156862745098,1.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.5,2.0
4042,82658,4.392156862745098,1.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0
4548,82658,4.392156862745098,4.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0
3290,82666,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3295,82667,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3286,82673,4.392156862745098,9.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0
1616,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.833333333333333,4.0
1794,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
2218,82676,4.392156862745098,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
2564,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
3067,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
3068,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
3073,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
3103,82676,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
