3116,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
3121,82676,4.392156862745098,10.0,5.0,5.0,5.0,1.0,4.0,4.5,4.5,4.5,4.5,4.5,4.833333333333333,5.0
3138,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,4.833333333333333,10.0
3139,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
3229,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.833333333333333,2.0
3240,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.833333333333333,1.0
3286,82676,4.392156862745098,2.0,5.0,1.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,4.833333333333333,9.0
3492,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.833333333333333,2.0
4548,82676,4.392156862745098,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.833333333333333,4.0
4765,82676,4.392156862745098,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.833333333333333,5.0
1873,82890,4.392156862745098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3103,83089,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3274,83089,4.392156862745098,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
