"Id","VirtualMenuStar","OrderingProcessStar","OnlinePaymentStar","OtherComments","UserOrderId","CreatedDate"
406,3,2,3,,7320,2021-03-25T01:07:13.62871Z
405,5,5,5,,7311,2021-03-24T20:29:49.279099Z
404,5,5,5,,7310,2021-03-24T20:05:19.915692Z
403,5,5,5,,7308,2021-03-24T19:57:18.017646Z
402,5,5,5,,7306,2021-03-24T19:54:22.088825Z
401,4,2,4,,7281,2021-03-21T23:58:04.756286Z
400,5,5,5,,7273,2021-03-21T19:33:22.380056Z
399,5,5,5,,7247,2021-03-20T22:50:42.354662Z
398,5,5,5,,7227,2021-03-20T20:36:43.58293Z
397,4,4,4,,7170,2021-03-18T18:42:11.702799Z
396,5,4,4,,7145,2021-03-17T19:32:11.695736Z
395,5,5,5,,7142,2021-03-17T18:48:12.272279Z
394,5,5,5,,7139,2021-03-17T01:27:59.119456Z
393,4,4,5,"We did take out, so good food always  continues to cook.  That said Chicken Kabob was fabulous. Sadly ,the Lamb chops were overdone. Perhaps if ordered in house dining and enjoyed in the restaurant, they might have been much better .   ",7130,2021-03-15T04:02:56.078431Z
392,5,5,5,,7126,2021-03-14T23:56:02.018542Z
391,1,1,1,,7119,2021-03-14T22:38:01.254166Z
390,4,1,1,,7117,2021-03-14T22:35:57.292097Z
389,4,4,4,,7096,2021-03-14T02:19:18.370718Z
388,2,5,5,More food variety ,7085,2021-03-14T01:27:41.188242Z
387,5,5,5,,7081,2021-03-14T00:37:18.117087Z
386,4,5,5,,7080,2021-03-14T00:34:33.108079Z
385,5,5,5,,7048,2021-03-13T21:33:49.425072Z
384,5,5,5,,7039,2021-03-13T21:08:19.843246Z
383,5,5,5,,7017,2021-03-13T03:30:28.34393Z
382,5,5,5,,6994,2021-03-12T23:07:17.194125Z
381,5,1,2,Process not smooth or intuitive. ,6983,2021-03-12T21:15:27.803416Z
380,5,1,2,Wasn't a smooth process,6982,2021-03-12T21:15:16.599703Z
379,5,5,5,,6961,2021-03-11T22:30:22.530478Z
378,5,5,5,,6960,2021-03-11T22:19:47.682346Z
377,5,5,5,,6957,2021-03-11T20:49:13.396488Z
376,3,4,5,"Clearer instruction outside explaining where and how to order only puff cream. Also, disappointing when menu items are unavailable. Payment with Apple Pay was flawless. ",6952,2021-03-11T19:23:47.277256Z
375,5,5,5,,6950,2021-03-11T19:12:34.712793Z
374,5,4,3,Delivery Fee is VERY high!,6926,2021-03-10T03:11:56.563201Z
373,4,5,5,,6915,2021-03-08T19:14:53.699051Z
372,4,4,3,,6903,2021-03-08T02:35:31.613801Z
371,5,5,5,,6862,2021-03-07T21:07:53.780179Z
370,4,4,4,,6856,2021-03-07T20:38:35.778344Z
369,5,5,5,,6845,2021-03-07T03:45:40.79508Z
368,5,5,5,,6820,2021-03-07T00:21:26.333488Z
367,4,3,2,Online payment was annoying. ,6806,2021-03-07T00:01:18.170591Z
366,5,5,5,,6777,2021-03-06T22:03:22.561909Z
365,5,5,5,,6760,2021-03-06T21:17:15.772564Z
364,5,5,5,Very smooth compared to other online payment systems,5046,2021-03-06T03:28:31.762636Z
363,4,4,4,,6709,2021-03-05T21:15:38.515551Z
362,5,5,5,,6658,2021-03-03T19:56:34.685612Z
361,5,5,5,,6655,2021-03-03T02:44:49.873301Z
360,5,5,5,,6641,2021-03-01T23:16:45.789786Z
359,5,5,5,,6580,2021-03-01T05:18:30.49853Z
358,5,5,5,,6633,2021-03-01T01:58:00.691753Z
357,5,5,5,,6627,2021-03-01T01:01:45.119614Z
356,4,4,4,,6613,2021-02-28T22:46:29.694067Z
355,5,1,5,,6594,2021-02-28T21:17:32.700022Z
354,5,5,5,Nice,6588,2021-02-28T20:50:17.564617Z
353,5,5,5,,6582,2021-02-28T19:40:24.230985Z
352,3,3,3,"Bit confusing but credit card machine stopped working & slow to load online ordering
Appreciate what you guys do though, thank you ❤️",6570,2021-02-28T01:58:45.714663Z
351,5,5,5,,6499,2021-02-27T21:54:17.865373Z
350,5,4,4,,6501,2021-02-27T21:39:51.004464Z
349,3,3,3,,6488,2021-02-27T20:05:01.963405Z
348,5,4,4,,6485,2021-02-27T19:57:43.593714Z
347,1,1,1,The sign into fb Google etc doesn’t work. Takes to long. I’m doing all the work,6470,2021-02-27T00:52:59.562859Z
346,5,5,5,,6463,2021-02-26T23:49:10.903933Z
345,5,4,3,"Add paypal.

More confidence about the security of the card collection dialog.",6439,2021-02-26T02:06:51.275002Z
344,5,5,5,,6418,2021-02-25T02:54:03.98039Z
343,5,5,5,,6414,2021-02-24T22:32:55.635082Z
342,4,3,5,,6411,2021-02-24T19:43:09.839314Z
341,4,5,5,More pictures for items on the menu 😊,6398,2021-02-22T22:54:25.247963Z
340,5,5,5,,6372,2021-02-21T20:57:50.220962Z
339,5,5,5,,6371,2021-02-21T20:56:18.412079Z
338,5,5,5,,6370,2021-02-21T20:56:04.605662Z
337,5,5,5,,6368,2021-02-21T20:52:08.952004Z
336,5,5,5,,6358,2021-02-21T01:25:15.631055Z
335,5,5,5,,6348,2021-02-21T00:31:31.047183Z
334,5,3,3,,6337,2021-02-20T22:45:06.706893Z
333,5,5,5,,6332,2021-02-20T22:27:52.689811Z
332,5,5,5,,6309,2021-02-20T21:17:02.092094Z
331,3,3,3,,6304,2021-02-20T20:56:35.026096Z
330,2,3,3,not all choices were available for dineout,6303,2021-02-20T20:55:37.7505Z
329,5,5,5,Hehe,6295,2021-02-20T20:34:48.35995Z
328,5,5,5,EZ PZ loved it,6296,2021-02-20T20:34:00.46943Z
327,4,4,5,,6262,2021-02-19T23:09:56.040649Z
326,4,2,3,,6261,2021-02-19T22:46:17.570328Z
325,4,4,4,,6239,2021-02-19T00:23:20.532683Z
324,5,5,5,,6236,2021-02-18T21:33:13.867486Z
323,5,5,5,Add main course choices to the menu,6173,2021-02-16T00:29:08.775544Z
322,1,1,1,"Picture is of a bottle yet I was brought a cup filled with mostly ice .  Almost $30 Seems pretty steep for 2 drinks .  Pictures should represent what you’re buying .
I feel ripped off .",6156,2021-02-15T00:39:26.651935Z
321,1,1,4,Unable to request changes such as no onion,6154,2021-02-15T00:17:29.593693Z
320,4,4,2,Lower your delivery fee.,6104,2021-02-14T01:16:18.849222Z
319,5,5,5,,6096,2021-02-13T23:59:12.368017Z
318,5,5,3,,6086,2021-02-13T22:44:28.730806Z
317,5,5,5,,6078,2021-02-13T22:19:53.444316Z
316,1,1,1,Too much hassle and didn't work with Amex pay. Had to enter all card details. Major hassle.,6057,2021-02-13T21:11:40.393462Z
315,3,1,1,"The lady in the covered area directed us to the window to order, which was closed.  We knocked to clarifying and the other woman rudely pointed us to the sign and turned back to her phone.  I was ready to leave and not come back except my son wanted his still.  We are here to support business in these times, and it’s experiences like this that make it harder. ",6049,2021-02-13T01:02:27.983434Z
314,5,5,5,,6022,2021-02-12T20:19:40.446991Z
313,4,5,5,,6017,2021-02-12T20:06:17.634306Z
312,5,5,5,,6010,2021-02-12T04:55:29.753484Z
311,5,5,5,,6002,2021-02-11T23:15:00.441712Z
310,5,5,5,,5997,2021-02-11T19:08:33.241703Z
309,3,5,5,Need more pictures! ,5993,2021-02-11T02:17:43.803116Z
308,5,5,5,,5972,2021-02-09T21:21:07.8805Z
307,5,5,5,,5970,2021-02-09T05:17:06.286781Z
306,4,4,4,,5949,2021-02-08T00:40:01.013864Z
305,3,5,5,,5935,2021-02-07T23:09:36.573224Z
304,4,1,1,,5928,2021-02-07T23:00:07.847375Z
303,3,1,4,Very disorganized ,5910,2021-02-07T22:27:25.143106Z
302,2,2,4,"more items, better atmosphere for ordering would be nice ",5917,2021-02-07T22:25:21.612001Z
301,1,1,5,Not making online,5900,2021-02-07T21:34:14.583208Z
300,5,5,5,,5792,2021-02-06T22:02:14.886377Z
299,5,5,5,Missing item :(,5726,2021-02-05T03:28:46.345532Z
298,5,4,3,,5717,2021-02-04T05:11:52.640427Z
297,5,5,5,,5687,2021-02-03T21:23:59.826501Z
296,5,5,5,,5677,2021-02-03T02:41:08.306307Z
295,5,1,1,,5667,2021-02-02T01:34:09.391149Z
294,5,5,5,,5663,2021-02-01T20:06:46.08886Z
293,5,5,5,,5659,2021-02-01T00:53:00.81242Z
292,5,5,5,Was great!,5652,2021-01-31T23:00:38.717778Z
291,5,5,5,,5646,2021-01-31T22:36:47.694997Z
290,5,5,5,,5621,2021-01-31T04:29:40.739316Z
289,4,5,5,,5571,2021-01-30T03:55:32.794005Z
288,4,4,4,,5564,2021-01-30T01:38:56.350745Z
287,5,3,5,,5559,2021-01-30T00:07:56.332212Z
286,5,5,5,,5546,2021-01-29T22:10:30.25308Z
285,5,5,5,,5523,2021-01-29T00:30:16.31391Z
284,5,4,2,Add Paypal or Visa Checkout please,5514,2021-01-28T01:53:42.266265Z
283,5,5,5,,5508,2021-01-27T21:10:32.006153Z
282,5,5,5,,5487,2021-01-25T03:10:53.223561Z
281,5,5,5,,5467,2021-01-24T20:06:44.313847Z
280,5,4,4,,5456,2021-01-24T01:25:52.817389Z
279,5,5,5,,5439,2021-01-24T00:17:47.213417Z
278,4,4,2,,5429,2021-01-23T23:25:13.005999Z
277,4,1,1,,5430,2021-01-23T23:19:09.881764Z
276,5,5,5,,5428,2021-01-23T23:05:07.917664Z
275,5,5,5,,5419,2021-01-23T22:49:20.918527Z
274,5,5,5,,5397,2021-01-23T22:13:16.055936Z
273,5,4,5,Very efficient however I would suggest to advise upfront that we will receive a text once ready. Everyone ends up huddling by the window waiting for a call.,5367,2021-01-23T22:06:51.308534Z
272,4,3,1,,5365,2021-01-23T20:23:05.258734Z
271,5,5,5,,5358,2021-01-23T20:05:36.713991Z
270,5,5,5,,5347,2021-01-23T01:34:01.135352Z
269,5,5,5,,5338,2021-01-23T00:56:09.287872Z
268,5,4,4,,5336,2021-01-23T00:53:51.775275Z
267,4,5,4,"The tip amount depends on the service level but the tip is asked before service completion, for dine in. ",5326,2021-01-23T00:19:15.474901Z
266,5,3,5,,5286,2021-01-22T00:57:55.772404Z
265,2,2,1,,5280,2021-01-21T21:04:17.873115Z
264,5,5,5,,5238,2021-01-18T02:54:11.755088Z
263,5,5,4,,5220,2021-01-17T23:39:53.723769Z
262,5,5,5,,5200,2021-01-17T22:09:07.92768Z
261,3,4,1,Will pay debit when picking up.,5157,2021-01-16T23:30:34.106663Z
260,4,4,4,,5141,2021-01-16T22:22:44.897058Z
259,5,3,5,Don’t like to need creating an account just to order,5130,2021-01-16T21:30:27.060053Z
258,5,5,5,,5104,2021-01-16T00:46:04.071182Z
257,5,3,1,Option of how much to tip,5099,2021-01-16T00:20:32.889154Z
256,5,5,5,Loved it,5082,2021-01-15T22:57:46.7519Z
255,4,4,5,"I got confused - it looked like I had to preorder, the Now choice was not obvious.",5054,2021-01-14T20:59:21.115596Z
254,3,5,5,,5028,2021-01-13T22:06:04.509031Z
253,5,5,5,,5003,2021-01-11T01:05:01.099907Z
252,5,5,5,,4996,2021-01-11T00:08:44.302458Z
251,5,5,5,Nice and easy. ,4992,2021-01-10T23:42:38.660745Z
250,5,3,5,Let us know the wait time before we order,4951,2021-01-10T01:21:07.916647Z
249,5,5,5,,4940,2021-01-10T00:19:38.765458Z
248,5,5,5,,4941,2021-01-10T00:18:31.16855Z
247,5,5,5,,4890,2021-01-09T20:57:07.380643Z
246,2,5,5,MORE PICTURES NEEDED FOR FOOD TYPES THAT CURRENTLY DO NOT HAVE ONE,4855,2021-01-08T22:43:35.493297Z
245,5,5,5,,4821,2021-01-06T22:05:35.404137Z
244,5,5,5,,4797,2021-01-05T02:40:03.984281Z
243,5,5,5,,4794,2021-01-04T20:22:49.109024Z
242,5,5,5,,4783,2021-01-04T01:41:58.511078Z
241,5,5,5,,4772,2021-01-03T23:51:32.13374Z
240,5,5,5,,4763,2021-01-03T23:23:48.870364Z
239,5,5,5,,4753,2021-01-03T22:58:48.273308Z
238,5,5,5,,4743,2021-01-03T22:36:19.671347Z
237,3,3,5,,4738,2021-01-03T22:25:54.00745Z
236,4,4,3,,4734,2021-01-03T22:13:32.486438Z
235,4,4,4,,4728,2021-01-03T21:21:59.986861Z
234,2,1,3,,4698,2021-01-02T23:36:42.853686Z
233,5,5,5,,4696,2021-01-02T23:05:07.701445Z
232,5,5,5,,4683,2021-01-02T03:17:33.030167Z
231,5,5,2,,4670,2021-01-01T03:03:52.372708Z
230,5,5,5,,4644,2020-12-31T21:17:40.956891Z
229,5,5,5,,4630,2020-12-31T00:15:21.246754Z
228,5,5,5,,4613,2020-12-29T00:12:45.507367Z
227,5,5,5,,4583,2020-12-27T20:25:47.315139Z
226,5,5,5,,4577,2020-12-27T04:04:09.70289Z
225,5,5,5,,4558,2020-12-24T22:54:16.008969Z
224,5,5,5,,4523,2020-12-24T01:12:13.940227Z
223,5,5,5,,4514,2020-12-23T22:20:42.97686Z
222,5,5,5,,4507,2020-12-23T20:56:07.437368Z
221,4,4,5,,4498,2020-12-23T20:08:55.106031Z
220,5,5,5,,4485,2020-12-21T02:12:03.890485Z
219,5,5,4,Ability to use Apple Pay directly.,4444,2020-12-20T22:42:08.906Z
218,5,1,5,"What is this auto-tip business, and where in the process can you remove it?",4438,2020-12-20T22:22:06.440241Z
217,5,5,5,,4415,2020-12-20T20:24:38.429733Z
216,4,3,3,,4401,2020-12-19T23:38:59.554366Z
215,5,5,5,,4382,2020-12-19T20:09:25.190025Z
214,5,5,5,,4376,2020-12-19T05:08:58.66254Z
213,5,5,5,,4334,2020-12-17T20:57:36.326591Z
212,4,4,1,Would have liked the opportunity to review AND a note beforehand saying there will be a charge to cancel.,4299,2020-12-14T23:42:20.178457Z
211,5,5,5,,4289,2020-12-14T02:04:56.519134Z
210,5,5,5,,4268,2020-12-13T01:43:07.050547Z
209,4,4,4,,4265,2020-12-13T01:15:52.656728Z
208,5,5,5,,4261,2020-12-13T00:23:57.33297Z
207,5,5,5,,4259,2020-12-13T00:16:40.702229Z
206,5,5,5,,4256,2020-12-12T23:53:53.496791Z
205,5,3,3,,4253,2020-12-12T23:33:15.294866Z
204,5,5,5,,4251,2020-12-12T23:25:46.891907Z
203,3,5,4,,4244,2020-12-12T23:11:47.864058Z
202,5,5,5,,4226,2020-12-12T21:22:18.741959Z
201,5,5,5,,4218,2020-12-12T20:43:20.492161Z
200,4,3,5,,4187,2020-12-11T01:34:17.290341Z
199,5,5,5,,4183,2020-12-11T00:31:02.820988Z
198,3,4,5,,4180,2020-12-10T23:36:55.333611Z
197,5,5,5,,4179,2020-12-10T22:41:04.605882Z
196,5,5,5,,4123,2020-12-06T23:47:26.14219Z
195,5,5,5,,4122,2020-12-06T23:43:19.570744Z
194,5,5,5,,4118,2020-12-06T23:07:35.313165Z
193,4,4,5,,4113,2020-12-06T22:23:20.078805Z
192,5,5,5,,4110,2020-12-06T21:55:25.817597Z
191,5,5,5,,4103,2020-12-06T20:49:45.539542Z
190,5,1,5,"Disappointed lobster roll was sold out, no confirmation of order refund yet",4052,2020-12-05T22:48:20.977783Z
189,5,4,4,,4049,2020-12-05T22:46:12.99331Z
188,5,5,5,,4048,2020-12-05T22:36:12.124689Z
187,3,3,5,,4026,2020-12-05T21:22:45.99371Z
186,5,5,5,,4017,2020-12-05T20:13:08.783296Z
185,5,5,5,,4016,2020-12-05T20:13:03.468758Z
184,5,5,5,,3997,2020-12-05T01:23:49.138509Z
183,4,4,4,,3996,2020-12-05T01:18:13.873891Z
182,5,5,5,,3994,2020-12-05T00:58:05.593042Z
181,5,5,5,,3986,2020-12-05T00:01:46.952557Z
180,5,5,5,just keep it open :)         ,3962,2020-12-04T20:16:28.453103Z
179,5,5,5,,3946,2020-12-03T00:38:27.431363Z
178,5,5,5,,3944,2020-12-02T23:50:53.896765Z
177,5,5,5,Amazing how easy it was! Super friendly service! Definitely will be ordering again! ,3889,2020-11-29T02:08:08.721754Z
176,5,5,5,,3883,2020-11-29T00:55:00.03763Z
175,5,5,5,,3846,2020-11-28T02:23:59.236803Z
174,3,3,3,,3839,2020-11-27T22:45:38.130753Z
173,5,5,5,,3836,2020-11-27T22:01:17.342646Z
172,5,5,5,Impressive - love the text to my phone with estimated time that it will be ready for pick up and a text when it is done. ,3816,2020-11-26T20:28:51.643423Z
171,5,5,5,n/a,3797,2020-11-25T21:23:42.58472Z
170,5,5,5,,3799,2020-11-25T21:23:40.508254Z
169,5,5,5,,3786,2020-11-25T00:43:10.713658Z
168,5,5,5,,3749,2020-11-22T21:38:48.943245Z
167,5,4,3,,3740,2020-11-22T20:40:14.702716Z
166,4,4,1,The credit card entry was squashed on iPhone and difficult to use. Apple Pay would have been easier.  ,3675,2020-11-22T06:55:40.199415Z
165,5,3,3,,3719,2020-11-22T00:01:31.140986Z
164,5,5,3,,3709,2020-11-21T23:10:43.436726Z
163,5,5,5,,3703,2020-11-21T22:44:35.502568Z
162,5,5,5,,3694,2020-11-21T22:03:49.841596Z
161,5,5,5,,3671,2020-11-21T19:31:36.969442Z
160,5,5,5,,3658,2020-11-20T20:53:37.386877Z
159,5,5,5,,3651,2020-11-20T01:25:25.83579Z
158,5,5,5,,3631,2020-11-18T21:23:58.825981Z
157,5,5,5,,3617,2020-11-16T00:28:55.776003Z
156,5,5,5,This was a great and easy process. Thanks Fooreco,3584,2020-11-15T19:48:19.206585Z
155,4,4,4,,3579,2020-11-15T03:50:38.592663Z
154,5,5,5,,3559,2020-11-14T23:18:14.942753Z
153,4,4,4,,3558,2020-11-14T22:33:29.146922Z
152,5,5,5,,3545,2020-11-14T21:20:27.199182Z
151,5,5,5,,3541,2020-11-14T20:43:43.876587Z
150,2,3,1,Take debit,3532,2020-11-14T02:13:07.52165Z
149,5,5,5,,3530,2020-11-14T01:50:43.830915Z
148,3,3,5,,3521,2020-11-13T23:13:25.917719Z
147,5,5,5,,3520,2020-11-13T22:36:36.897156Z
146,5,3,3,,3519,2020-11-13T22:36:12.775669Z
145,5,5,5,,3509,2020-11-13T20:13:32.988216Z
144,5,5,5,,3475,2020-11-11T22:01:57.61306Z
143,5,5,5,,3457,2020-11-09T20:02:24.63562Z
142,4,4,4,,3444,2020-11-08T23:51:35.964869Z
141,5,5,5,,3432,2020-11-08T23:15:23.261397Z
140,5,5,5,,3428,2020-11-08T23:02:33.826911Z
139,5,5,5,More kid friendly drink menu options,3419,2020-11-08T21:46:26.153902Z
138,3,3,3,,3412,2020-11-08T20:42:21.984609Z
137,1,1,1,I was not prepared to do this to order for food. We were not instrcted that this was the way to order and we were waiting for a while untile we notice no one was serving us. Too many steps ,3391,2020-11-07T22:48:15.990549Z
136,1,1,3,Should not have to go to the window after 5 minutes or more to be told it wasn't sent to the kitchen yet.,3381,2020-11-07T20:33:32.582646Z
135,5,5,5,,3379,2020-11-07T20:09:02.591293Z
134,4,4,4,,3374,2020-11-07T01:31:09.172421Z
133,5,5,5,,3341,2020-11-06T01:05:54.919781Z
132,5,5,5,,3321,2020-11-04T20:04:20.479549Z
131,5,5,5,,3309,2020-11-02T02:09:52.949352Z
130,5,5,5,,3294,2020-11-01T23:29:54.08563Z
129,5,5,5,,3291,2020-11-01T23:24:36.314348Z
128,5,5,5,Awesome job fooreco guys!! ,3288,2020-11-01T22:53:06.588184Z
127,5,5,5,,3283,2020-11-01T22:37:06.060591Z
126,5,5,5,,3268,2020-11-01T21:13:23.421947Z
125,5,5,5,,3250,2020-11-01T00:48:33.822713Z
124,5,5,5,,3244,2020-10-31T23:54:09.175701Z
123,5,1,5,Did not say if it was dine in or take out until after payment ,3236,2020-10-31T21:48:35.238184Z
122,5,3,5,The schedule button doesn't seem to work as I was trying to set a later time for pick up.,3216,2020-10-31T20:08:35.097433Z
121,5,5,5,,3214,2020-10-31T20:02:42.858105Z
120,5,3,1,No option to select Google Pay at checkout,3213,2020-10-31T19:56:50.512472Z
119,5,5,5,,3211,2020-10-31T19:18:27.111436Z
118,5,5,5,Estimated time for the order to be completed would be nice.,3202,2020-10-31T01:27:05.872529Z
117,5,5,5,I was wondering who the online tip goes to and if I'm supposed to tip the delivery separately. ,3200,2020-10-31T00:45:58.593338Z
116,5,5,5,,3192,2020-10-30T19:36:39.680999Z
115,5,5,5,,3188,2020-10-30T19:26:50.162207Z
114,5,5,5,,3180,2020-10-30T00:21:53.789326Z
113,5,5,5,,3167,2020-10-28T21:48:02.760513Z
112,4,5,4,,3165,2020-10-28T21:46:54.024853Z
111,5,5,5,,3162,2020-10-28T19:55:36.832924Z
110,5,5,5,Awesome idea!,3131,2020-10-25T22:02:17.930183Z
109,5,5,5,,3130,2020-10-25T21:55:25.295485Z
108,3,3,3,,3091,2020-10-25T00:17:22.671552Z
107,5,5,5,,3098,2020-10-24T23:50:23.975318Z
106,4,4,4,,3095,2020-10-24T23:15:48.449918Z
105,5,5,5,,3094,2020-10-24T22:57:27.38863Z
104,5,5,5,,3078,2020-10-24T21:45:57.012367Z
103,5,3,5,,3073,2020-10-24T21:29:47.178744Z
102,5,5,5,,3062,2020-10-24T19:41:02.58335Z
101,5,5,5,,3061,2020-10-24T06:51:23.332137Z
100,5,5,5,,3041,2020-10-23T19:10:43.467491Z
99,5,5,5,,2994,2020-10-18T22:00:20.528134Z
98,5,5,5,,2986,2020-10-18T18:10:28.896064Z
97,4,3,2,,2967,2020-10-17T22:03:28.152179Z
96,5,5,5,,2965,2020-10-17T21:04:12.917298Z
95,5,1,5,Order wasn't confirmed until I walked up to the pickup counter,2960,2020-10-17T20:25:23.893494Z
94,5,5,5,,2956,2020-10-17T16:02:41.874659Z
93,1,5,5,"Menu says kobideh is chicken, with a picture of chicken??",2952,2020-10-17T00:25:37.3875Z
92,5,5,5,,2949,2020-10-16T22:26:46.567099Z
91,5,5,5,Akhale order,2938,2020-10-15T23:25:50.387662Z
90,5,5,5,Dope!,2905,2020-10-11T22:48:23.804091Z
89,4,4,4,,2901,2020-10-11T19:55:17.023062Z
88,5,5,5,,2866,2020-10-10T22:34:04.388997Z
87,5,5,5,,2846,2020-10-10T21:31:15.378069Z
86,5,5,5,,2844,2020-10-10T21:26:31.632955Z
85,1,1,1,,2813,2020-10-09T22:31:28.125737Z
84,5,1,1,I would love if this was more old fashioned.,2795,2020-10-08T23:30:30.158888Z
83,5,4,3,,2767,2020-10-07T19:23:48.137091Z
82,5,5,5,,2746,2020-10-04T21:57:51.420169Z
81,3,3,3,Payment form mobile fields hard to use,2744,2020-10-04T21:55:00.12512Z
80,4,4,4,Nice!,2719,2020-10-04T01:19:15.054674Z
79,4,5,5,,2663,2020-10-03T19:13:56.676441Z
78,1,1,1,well over an hour  and no indication when the food will even leave or if they even got my order,2659,2020-10-03T07:07:03.978218Z
77,3,3,3,faster  been 40 min and order hasn't even been processed ,2660,2020-10-03T06:27:40.654934Z
76,2,4,5,more photos,2642,2020-10-02T19:11:15.795979Z
75,5,5,5,Great work guys,2643,2020-10-02T19:10:29.329518Z
74,4,4,4,,2640,2020-10-02T02:47:22.491956Z
73,5,5,5,,2636,2020-10-02T02:03:48.739867Z
72,5,5,5,,2624,2020-10-01T23:13:04.464628Z
71,5,2,5,Yesterday I saw that Popina was using Fooreco on Instagram so I set up a Fooreco account and installed the IOS app but couldn’t see how to order before arriving. The appeal was to have the food being prepared while I was in transit and no wait to pick it up. ,2617,2020-10-01T19:22:50.668781Z
70,3,1,3,My order was ignored for 15 minutes before anyone looked at the iPad to acknowledge it. What's the point of offering this method of ordering if your service is this poor?,2602,2020-09-30T19:45:16.532697Z
69,5,3,1,,2574,2020-09-27T23:00:38.013107Z
68,5,5,5,,2571,2020-09-27T22:52:04.700325Z
67,4,4,4,,2556,2020-09-27T21:06:23.684798Z
66,4,4,4,,2552,2020-09-27T20:43:26.200951Z
65,3,5,5,,2545,2020-09-27T19:28:02.121522Z
64,5,5,5,,2523,2020-09-26T22:43:17.621689Z
63,5,4,4,,2513,2020-09-26T22:12:57.124177Z
62,5,4,2,,2507,2020-09-26T21:48:52.612497Z
61,5,5,5,,2506,2020-09-26T21:37:05.939787Z
60,5,5,4,Give an option to pay by cash in person ,2489,2020-09-26T02:38:49.742228Z
59,4,5,5,,2485,2020-09-26T00:38:11.964244Z
58,5,5,5,,2448,2020-09-25T21:04:55.057889Z
57,5,5,1,,2435,2020-09-25T18:09:23.044368Z
56,5,5,5,Easy and very user friendly,2427,2020-09-24T21:06:18.840823Z
55,5,5,5,Keep up the good work,2417,2020-09-23T18:54:49.732526Z
54,4,5,5,,2399,2020-09-21T01:10:11.485693Z
53,5,5,4,,2394,2020-09-21T00:59:50.198181Z
52,5,5,5,,2376,2020-09-20T22:34:30.547968Z
51,1,1,1,,2358,2020-09-20T21:39:59.60579Z
50,5,5,5,,2351,2020-09-20T21:03:57.399439Z
49,5,5,5,,2339,2020-09-20T02:32:47.827212Z
48,5,5,5,,2324,2020-09-20T00:22:56.630021Z
47,5,5,5,,2318,2020-09-20T00:02:51.404149Z
46,5,5,5,,2316,2020-09-20T00:02:37.403808Z
45,1,1,1,Get a vending machine,2315,2020-09-19T23:57:01.944882Z
44,5,5,5,,2311,2020-09-19T23:38:14.159407Z
43,1,1,1,Better ordering and pay system,2310,2020-09-19T23:33:06.650758Z
42,1,1,1,,2309,2020-09-19T23:05:44.641983Z
41,3,4,4,"Very few options, would be nice to have more.",2292,2020-09-18T20:25:21.431657Z
40,5,5,5,,2279,2020-09-16T23:50:10.35212Z
39,4,1,4,I submitted my order at 2:02. I received my food at 2:36. It took 20 minutes for my order to be processed. I was dissatisfied with the online ordering experience.,2272,2020-09-16T21:38:10.245585Z
38,5,5,5,,2252,2020-09-14T00:42:28.471957Z
37,5,5,5,,2234,2020-09-13T22:02:18.576864Z
36,5,5,5,,2216,2020-09-13T01:33:44.885034Z
35,5,5,5,,2193,2020-09-12T23:51:51.966689Z
34,4,2,1,,2186,2020-09-12T23:22:51.279878Z
33,5,5,5,,2168,2020-09-12T20:56:56.340033Z
32,5,5,5,,2147,2020-09-11T23:49:48.197967Z
31,5,5,5,,2144,2020-09-11T23:30:58.576838Z
30,5,5,5,,2140,2020-09-11T22:57:43.03693Z
29,5,5,5,,2136,2020-09-11T22:16:01.625893Z
28,5,5,5,,2132,2020-09-11T22:04:39.764593Z
27,4,5,5,,2113,2020-09-11T00:03:57.049654Z
26,5,5,5,,2100,2020-09-10T19:29:50.6449Z
25,5,5,5,,2092,2020-09-10T01:08:43.801913Z
24,5,5,1,Logging onto my Google account did not let me use my stored payment information,2072,2020-09-09T21:38:18.475216Z
23,5,5,5,,2048,2020-09-07T03:37:14.365189Z
22,5,5,5,,2040,2020-09-07T01:23:37.025527Z
21,5,3,5,,2024,2020-09-07T00:16:09.332284Z
20,2,4,3,,2019,2020-09-07T00:07:43.512393Z
19,3,5,5,More seafood :),1999,2020-09-06T22:34:12.417967Z
18,5,5,5,,1977,2020-09-06T21:16:37.491673Z
17,5,5,5,,1958,2020-09-06T19:08:38.780031Z
16,5,5,5,,1946,2020-09-06T01:45:56.66574Z
15,4,4,4,,1944,2020-09-06T01:44:58.843655Z
14,5,5,5,,1930,2020-09-06T00:14:10.997268Z
13,4,4,4,,1914,2020-09-05T23:01:33.968373Z
12,5,5,5,,1878,2020-09-05T22:13:02.483438Z
11,5,4,2,,1861,2020-09-05T00:20:58.378938Z
10,5,5,5,,1859,2020-09-04T23:44:15.267133Z
9,5,5,5,,1850,2020-09-04T22:53:23.983117Z
8,5,5,5,,1827,2020-09-04T01:48:41.832871Z
7,5,5,5,,1821,2020-09-03T23:52:02.215979Z
6,5,5,5,Everyone here is very safe ,1818,2020-09-03T22:57:12.263724Z
5,5,5,5,,1814,2020-09-03T22:12:25.146882Z
4,5,5,5,,1807,2020-09-03T03:16:31.110117Z
3,4,3,2,"menu is simple but easy to follow. Order process is also easy 
I prefer to pay after, especially when deciding on the tip amount for services provided. ",1805,2020-09-03T01:47:10.453395Z
